web-scraper-order,description_raw,location_raw,price_raw,price,mileage_raw,mileage,fuel_type_raw,fuel_type_Diesel,bfs_name,bfs_number,lat,lon
1733473494-673,VW T6 California 2.0 TDI Ocean BLUE,"Bergstrasse 53, 5036 Oberentfelden",CHF 59'900.–,59900,54'000 km,54000,Diesel,1,Zug,['09'],47.11505889892578,8.60737133026123
1733473502-674,FIAT Cristal,"auriedstrasse 65, 3178 Bösingen",CHF 23'900.–,23900,121'000 km,121000,Diesel,1,Luzern,['03'],47.055057525634766,8.085668563842773
1733473506-675,PEUGEOT 280 G 52,"Route de la Pisciculture 39, 1700 Fribourg",CHF 900.–,900,154'000 km,154000,Diesel,1,Bern,['02'],46.81684112548828,7.545156478881836
1733473510-676,KNAUS,1906 Charrat,CHF 25'000.–,25000,97'000 km,97000,Diesel,1,Aargau,['19'],47.31313705444336,7.93761682510376
1733473513-677,VW T6.1 California 2.0 Bi-TDI Beach Edition Spirit 4 Motion,5734 Reinach AG,CHF 66'500.–,66500,61'000 km,61000,Diesel,1,Jura,['26'],47.41322326660156,6.948036193847656
1733473518-678,FIAT CAPRON  A460,"Rte de Bussigny 22, 1023 Crissier",CHF 33'900.–,33900,55'500 km,55500,Diesel,1,Basel-Landschaft,['13'],47.42749786376953,7.84006404876709
1733473522-679,VW T6.1 California 2.0 TDI Beach Liberty,"Route de Delémont 162, 2802 Develier",CHF 52'900.–,52900,65'000 km,65000,Diesel,1,Ticino,['21'],45.98438262939453,8.888140678405762
1733473530-681,RENAULT Master T35 2.5dCi  L2H2,3114 Wichtrach,CHF 31'400.–,31400,120'400 km,120400,Diesel,1,Ticino,['21'],46.0576286315918,8.991081237792969
1733473535-682,VW T6.1 California 2.0 Bi-TDI Beach Edition Spirit 4Motion,"Bern-Zürichstrasse 44 - Bützbergstrasse 98, 4900 Langenthal",CHF 79'800.–,79800,18'800 km,18800,Diesel,1,Valais,['23'],46.3326416015625,6.886256694793701
1733473539-683,MERCEDES-BENZ Marco Polo Horizon 300 d 4M Automat,2046 Fontaines,CHF 64'900.–,64900,94'000 km,94000,Diesel,1,Obwalden,['06'],46.8970832824707,8.25246810913086
1733473545-684,VW Typ 2,3512 Walkringen,CHF 15'000.–,15000,95'659 km,95659,Benzin,0,Thurgau,['20'],47.56113815307617,9.13205337524414
1733473551-685,VW Camper / Lieferwagen,8005 Zürich,CHF 2'800.–,2800,266'000 km,266000,Benzin,0,Thurgau,['20'],47.56113815307617,9.13205337524414
1733473555-686,MERCEDES-BENZ Viano 3.0 CDI Blue Efficiency Marco Polo A,1728 Rossens,CHF 35'800.–,35800,189'000 km,189000,Diesel,1,Solothurn,['11'],47.40898132324219,7.546346664428711
1733473558-687,FIAT Hymer B654 CL  - Fiat Ducato 2.3 130PS - Wintertauglich,"Kriesbachstrasse 7, 8304 Wallisellen",CHF 34'700.–,34700,85'000 km,85000,Diesel,1,Valais,['23'],46.30606460571289,7.748139381408691
